circuito_id,mesa_id,agrupacion_nombre,cargo_nombre,votos_cantidad_generales,votos_cantidad_paso,diferencia_absoluta,z_score_diferencia
00501,786,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,103,103,5.117378276541373
00501,786,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,100,100,4.943101820080833
00501,786,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,103,103,5.117378276541373
00501,789,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,95,0,95,4.652641059313264
00501,789,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,87,0,87,4.187903842085155
00501,789,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,93,0,93,4.5364567550062365
00501,789,UNION POR LA PATRIA,DIPUTADO NACIONAL,90,0,90,4.362180298545695
00501,789,UNION POR LA PATRIA,PRESIDENTE Y VICE,108,0,108,5.407839037308942
00501,789,UNION POR LA PATRIA,SENADOR NACIONAL,94,0,94,4.5945489071597505
00501,795,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,104,0,104,5.175470428694887
00501,795,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,97,0,97,4.768825363620292
00501,795,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,102,0,102,5.05928612438786
00501,795,UNION POR LA PATRIA,DIPUTADO NACIONAL,86,0,86,4.129811689931641
00501,795,UNION POR LA PATRIA,PRESIDENTE Y VICE,93,0,93,4.5364567550062365
00501,795,UNION POR LA PATRIA,SENADOR NACIONAL,85,0,85,4.071719537778127
00501,822,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,83,83,3.9555352334710996
00501,822,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,85,85,4.071719537778127
00501,822,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,70,70,3.2003372554754215
00501,822,UNION POR LA PATRIA,SENADOR NACIONAL,0,70,70,3.2003372554754215
00501,842,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,84,84,4.013627385624614
00501,842,UNION POR LA PATRIA,SENADOR NACIONAL,0,85,85,4.071719537778127
00501,844,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,111,0,111,5.582115493769483
00501,844,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,104,0,104,5.175470428694887
00501,844,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,109,0,109,5.465931189462456
00501,844,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,68,0,68,3.0841529511683943
00501,844,UNION POR LA PATRIA,DIPUTADO NACIONAL,86,0,86,4.129811689931641
00501,844,UNION POR LA PATRIA,PRESIDENTE Y VICE,88,0,88,4.245995994238668
00501,844,UNION POR LA PATRIA,SENADOR NACIONAL,86,0,86,4.129811689931641
00501,853,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,83,0,83,3.9555352334710996
00501,853,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,81,0,81,3.8393509291640724
00501,853,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,83,0,83,3.9555352334710996
00501,853,UNION POR LA PATRIA,DIPUTADO NACIONAL,105,0,105,5.233562580848401
00501,853,UNION POR LA PATRIA,PRESIDENTE Y VICE,111,0,111,5.582115493769483
00501,853,UNION POR LA PATRIA,SENADOR NACIONAL,105,0,105,5.233562580848401
00501,861,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,104,0,104,5.175470428694887
00501,861,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,101,0,101,5.001193972234346
00501,861,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,103,0,103,5.117378276541373
00501,861,UNION POR LA PATRIA,DIPUTADO NACIONAL,97,0,97,4.768825363620292
00501,861,UNION POR LA PATRIA,PRESIDENTE Y VICE,105,0,105,5.233562580848401
00501,861,UNION POR LA PATRIA,SENADOR NACIONAL,97,0,97,4.768825363620292
00501,862,UNION POR LA PATRIA,DIPUTADO NACIONAL,82,0,82,3.897443081317586
00501,862,UNION POR LA PATRIA,PRESIDENTE Y VICE,88,0,88,4.245995994238668
00501,862,UNION POR LA PATRIA,SENADOR NACIONAL,82,0,82,3.897443081317586
00501,874,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,110,0,110,5.52402334161597
00501,874,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,104,0,104,5.175470428694887
00501,874,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,110,0,110,5.52402334161597
00501,874,UNION POR LA PATRIA,DIPUTADO NACIONAL,85,0,85,4.071719537778127
00501,874,UNION POR LA PATRIA,PRESIDENTE Y VICE,94,0,94,4.5945489071597505
00501,874,UNION POR LA PATRIA,SENADOR NACIONAL,91,0,91,4.420272450699209
00501,875,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,105,0,105,5.233562580848401
00501,875,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,97,0,97,4.768825363620292
00501,875,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,105,0,105,5.233562580848401
00501,875,UNION POR LA PATRIA,DIPUTADO NACIONAL,99,0,99,4.885009667927319
00501,875,UNION POR LA PATRIA,PRESIDENTE Y VICE,111,0,111,5.582115493769483
00501,875,UNION POR LA PATRIA,SENADOR NACIONAL,103,0,103,5.117378276541373
00501,876,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,96,0,96,4.710733211466778
00501,876,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,93,0,93,4.5364567550062365
00501,876,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,96,0,96,4.710733211466778
00501,876,UNION POR LA PATRIA,DIPUTADO NACIONAL,80,0,80,3.781258777010559
00501,876,UNION POR LA PATRIA,PRESIDENTE Y VICE,93,0,93,4.5364567550062365
00501,876,UNION POR LA PATRIA,SENADOR NACIONAL,84,0,84,4.013627385624614
00501,877,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,105,0,105,5.233562580848401
00501,877,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,95,0,95,4.652641059313264
00501,877,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,102,0,102,5.05928612438786
00501,877,UNION POR LA PATRIA,DIPUTADO NACIONAL,76,0,76,3.548890168396504
00501,877,UNION POR LA PATRIA,PRESIDENTE Y VICE,90,0,90,4.362180298545695
00501,877,UNION POR LA PATRIA,SENADOR NACIONAL,82,0,82,3.897443081317586
00501,894,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,104,0,104,5.175470428694887
00501,894,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,95,0,95,4.652641059313264
00501,894,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,103,0,103,5.117378276541373
00501,894,UNION POR LA PATRIA,DIPUTADO NACIONAL,88,0,88,4.245995994238668
00501,894,UNION POR LA PATRIA,PRESIDENTE Y VICE,96,0,96,4.710733211466778
00501,894,UNION POR LA PATRIA,SENADOR NACIONAL,90,0,90,4.362180298545695
00502,910,UNION POR LA PATRIA,PRESIDENTE Y VICE,121,21,100,4.943101820080833
00502,959,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,92,0,92,4.478364602852723
00502,959,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,84,0,84,4.013627385624614
00502,959,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,92,0,92,4.478364602852723
00502,959,UNION POR LA PATRIA,DIPUTADO NACIONAL,107,0,107,5.349746885155429
00502,959,UNION POR LA PATRIA,PRESIDENTE Y VICE,112,0,112,5.640207645922997
00502,959,UNION POR LA PATRIA,SENADOR NACIONAL,110,0,110,5.52402334161597
00502,962,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,107,107,5.349746885155429
00502,962,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,115,115,5.814484102383538
00502,962,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,107,107,5.349746885155429
00502,965,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,89,0,89,4.304088146392182
00502,965,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,83,0,83,3.9555352334710996
00502,965,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,89,0,89,4.304088146392182
00502,965,UNION POR LA PATRIA,DIPUTADO NACIONAL,118,0,118,5.9887605588440795
00502,965,UNION POR LA PATRIA,PRESIDENTE Y VICE,122,0,122,6.221129167458134
00502,965,UNION POR LA PATRIA,SENADOR NACIONAL,118,0,118,5.9887605588440795
00502,979,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,12,98,86,4.129811689931641
00502,980,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,92,92,4.478364602852723
00502,980,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,84,84,4.013627385624614
00502,980,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,89,89,4.304088146392182
00502,980,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,81,81,3.8393509291640724
00502,980,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,80,80,3.781258777010559
00502,980,UNION POR LA PATRIA,SENADOR NACIONAL,0,82,82,3.897443081317586
00502,987,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,113,0,113,5.69829979807651
00502,987,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,108,0,108,5.407839037308942
00502,987,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,112,0,112,5.640207645922997
00502,987,UNION POR LA PATRIA,DIPUTADO NACIONAL,75,0,75,3.49079801624299
00502,987,UNION POR LA PATRIA,PRESIDENTE Y VICE,88,0,88,4.245995994238668
00502,987,UNION POR LA PATRIA,SENADOR NACIONAL,77,0,77,3.6069823205500176
00502,994,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,103,0,103,5.117378276541373
00502,994,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,103,0,103,5.117378276541373
00502,994,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,104,0,104,5.175470428694887
00502,994,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,69,0,69,3.142245103321908
00502,994,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,71,0,71,3.2584294076289355
00502,994,LA LIBERTAD AVANZA,SENADOR NACIONAL,68,0,68,3.0841529511683943
00502,994,UNION POR LA PATRIA,DIPUTADO NACIONAL,91,0,91,4.420272450699209
00502,994,UNION POR LA PATRIA,PRESIDENTE Y VICE,93,0,93,4.5364567550062365
00502,994,UNION POR LA PATRIA,SENADOR NACIONAL,93,0,93,4.5364567550062365
00502,1000,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,89,0,89,4.304088146392182
00502,1000,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,84,0,84,4.013627385624614
00502,1000,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,89,0,89,4.304088146392182
00502,1000,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,68,0,68,3.0841529511683943
00502,1000,UNION POR LA PATRIA,DIPUTADO NACIONAL,111,0,111,5.582115493769483
00502,1000,UNION POR LA PATRIA,PRESIDENTE Y VICE,117,0,117,5.9306684066905655
00502,1000,UNION POR LA PATRIA,SENADOR NACIONAL,113,0,113,5.69829979807651
00502,1001,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,12,81,69,3.142245103321908
00502,1002,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,77,0,77,3.6069823205500176
00502,1002,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,74,0,74,3.4327058640894763
00502,1002,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,77,0,77,3.6069823205500176
00502,1002,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,70,0,70,3.2003372554754215
00502,1002,UNION POR LA PATRIA,DIPUTADO NACIONAL,120,0,120,6.104944863151107
00502,1002,UNION POR LA PATRIA,PRESIDENTE Y VICE,113,0,113,5.69829979807651
00502,1002,UNION POR LA PATRIA,SENADOR NACIONAL,110,0,110,5.52402334161597
00502,1003,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,94,0,94,4.5945489071597505
00502,1003,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,94,0,94,4.5945489071597505
00502,1003,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,94,0,94,4.5945489071597505
00502,1003,UNION POR LA PATRIA,DIPUTADO NACIONAL,101,0,101,5.001193972234346
00502,1003,UNION POR LA PATRIA,PRESIDENTE Y VICE,105,0,105,5.233562580848401
00502,1003,UNION POR LA PATRIA,SENADOR NACIONAL,102,0,102,5.05928612438786
00502,1009,UNION POR LA PATRIA,SENADOR NACIONAL,105,13,92,4.478364602852723
00503,1030,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,69,0,69,3.142245103321908
00503,1030,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,75,0,75,3.49079801624299
00503,1030,LA LIBERTAD AVANZA,SENADOR NACIONAL,69,0,69,3.142245103321908
00503,1030,UNION POR LA PATRIA,DIPUTADO NACIONAL,103,0,103,5.117378276541373
00503,1030,UNION POR LA PATRIA,PRESIDENTE Y VICE,115,0,115,5.814484102383538
00503,1030,UNION POR LA PATRIA,SENADOR NACIONAL,108,0,108,5.407839037308942
00503,1031,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,73,0,73,3.3746137119359627
00504,1076,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,95,0,95,4.652641059313264
00504,1076,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,92,0,92,4.478364602852723
00504,1076,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,95,0,95,4.652641059313264
00504,1076,UNION POR LA PATRIA,DIPUTADO NACIONAL,84,0,84,4.013627385624614
00504,1076,UNION POR LA PATRIA,PRESIDENTE Y VICE,96,0,96,4.710733211466778
00504,1076,UNION POR LA PATRIA,SENADOR NACIONAL,89,0,89,4.304088146392182
00504,1087,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,106,0,106,5.291654733001915
00504,1087,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,101,0,101,5.001193972234346
00504,1087,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,106,0,106,5.291654733001915
00504,1087,UNION POR LA PATRIA,DIPUTADO NACIONAL,108,0,108,5.407839037308942
00504,1087,UNION POR LA PATRIA,PRESIDENTE Y VICE,112,0,112,5.640207645922997
00504,1087,UNION POR LA PATRIA,SENADOR NACIONAL,111,0,111,5.582115493769483
00504,1112,UNION POR LA PATRIA,DIPUTADO NACIONAL,106,5,101,5.001193972234346
00504,1112,UNION POR LA PATRIA,SENADOR NACIONAL,110,6,104,5.175470428694887
00504,1114,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,119,119,6.046852710997593
00504,1114,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,118,118,5.9887605588440795
00504,1114,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,119,119,6.046852710997593
00504,1146,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,76,0,76,3.548890168396504
00504,1146,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,75,0,75,3.49079801624299
00504,1146,LA LIBERTAD AVANZA,SENADOR NACIONAL,75,0,75,3.49079801624299
00504,1146,UNION POR LA PATRIA,DIPUTADO NACIONAL,108,0,108,5.407839037308942
00504,1146,UNION POR LA PATRIA,PRESIDENTE Y VICE,119,0,119,6.046852710997593
00504,1146,UNION POR LA PATRIA,SENADOR NACIONAL,115,0,115,5.814484102383538
00505,1258,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,96,0,96,4.710733211466778
00505,1258,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,93,0,93,4.5364567550062365
00505,1258,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,95,0,95,4.652641059313264
00505,1258,UNION POR LA PATRIA,DIPUTADO NACIONAL,99,0,99,4.885009667927319
00505,1258,UNION POR LA PATRIA,PRESIDENTE Y VICE,103,0,103,5.117378276541373
00505,1258,UNION POR LA PATRIA,SENADOR NACIONAL,99,0,99,4.885009667927319
00505,1269,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,74,74,3.4327058640894763
00505,1269,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,75,75,3.49079801624299
00505,1269,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,74,74,3.4327058640894763
00505,1269,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,95,95,4.652641059313264
00505,1269,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,93,93,4.5364567550062365
00505,1269,UNION POR LA PATRIA,SENADOR NACIONAL,0,95,95,4.652641059313264
00505,1270,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,92,92,4.478364602852723
00505,1270,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,88,88,4.245995994238668
00505,1270,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,92,92,4.478364602852723
00505,1270,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,79,79,3.7231666248570447
00505,1270,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,82,82,3.897443081317586
00505,1270,UNION POR LA PATRIA,SENADOR NACIONAL,0,79,79,3.7231666248570447
00505,1271,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,85,85,4.071719537778127
00505,1271,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,86,86,4.129811689931641
00505,1271,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,88,88,4.245995994238668
00505,1271,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,91,91,4.420272450699209
00505,1271,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,91,91,4.420272450699209
00505,1271,UNION POR LA PATRIA,SENADOR NACIONAL,0,92,92,4.478364602852723
00505,1272,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,100,100,4.943101820080833
00505,1272,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,93,93,4.5364567550062365
00505,1272,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,99,99,4.885009667927319
00505,1272,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,69,69,3.142245103321908
00505,1272,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,69,69,3.142245103321908
00505,1272,UNION POR LA PATRIA,SENADOR NACIONAL,0,70,70,3.2003372554754215
00505,1274,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,0,73,73,3.3746137119359627
00505,1274,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,95,95,4.652641059313264
00505,1281,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,68,0,68,3.0841529511683943
00505,1281,UNION POR LA PATRIA,DIPUTADO NACIONAL,96,0,96,4.710733211466778
00505,1281,UNION POR LA PATRIA,PRESIDENTE Y VICE,101,0,101,5.001193972234346
00505,1281,UNION POR LA PATRIA,SENADOR NACIONAL,96,0,96,4.710733211466778
00508,1350,UNION POR LA PATRIA,DIPUTADO NACIONAL,121,33,88,4.245995994238668
00508,1350,UNION POR LA PATRIA,SENADOR NACIONAL,121,34,87,4.187903842085155
00508,1353,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,74,74,3.4327058640894763
00508,1353,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,78,78,3.665074472703531
00508,1353,UNION POR LA PATRIA,SENADOR NACIONAL,0,74,74,3.4327058640894763
00509,1528,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,0,69,69,3.142245103321908
00509,1528,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,0,80,80,3.781258777010559
00509,1528,LA LIBERTAD AVANZA,SENADOR NACIONAL,0,70,70,3.2003372554754215
00509,1528,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,81,81,3.8393509291640724
00509,1528,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,81,81,3.8393509291640724
00509,1528,UNION POR LA PATRIA,SENADOR NACIONAL,0,81,81,3.8393509291640724
00509,1534,UNION POR LA PATRIA,SENADOR NACIONAL,108,40,68,3.0841529511683943
00509,1545,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,DIPUTADO NACIONAL,68,0,68,3.0841529511683943
00509,1545,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,68,0,68,3.0841529511683943
00509,1545,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,73,0,73,3.3746137119359627
00509,1545,LA LIBERTAD AVANZA,SENADOR NACIONAL,68,0,68,3.0841529511683943
00509,1545,UNION POR LA PATRIA,DIPUTADO NACIONAL,115,0,115,5.814484102383538
00509,1545,UNION POR LA PATRIA,PRESIDENTE Y VICE,121,0,121,6.16303701530462
00509,1545,UNION POR LA PATRIA,SENADOR NACIONAL,116,0,116,5.8725762545370515
00509,1546,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,69,0,69,3.142245103321908
00509,1546,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,75,0,75,3.49079801624299
00509,1546,LA LIBERTAD AVANZA,SENADOR NACIONAL,69,0,69,3.142245103321908
00509,1546,UNION POR LA PATRIA,DIPUTADO NACIONAL,75,0,75,3.49079801624299
00509,1546,UNION POR LA PATRIA,PRESIDENTE Y VICE,77,0,77,3.6069823205500176
00509,1546,UNION POR LA PATRIA,SENADOR NACIONAL,75,0,75,3.49079801624299
00518,1598,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,95,95,4.652641059313264
00518,1598,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,97,97,4.768825363620292
00518,1598,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,94,94,4.5945489071597505
00518,1598,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,82,82,3.897443081317586
00518,1598,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,85,85,4.071719537778127
00518,1598,UNION POR LA PATRIA,SENADOR NACIONAL,0,83,83,3.9555352334710996
00519,1602,UNION POR LA PATRIA,DIPUTADO NACIONAL,109,4,105,5.233562580848401
00519,1602,UNION POR LA PATRIA,PRESIDENTE Y VICE,118,3,115,5.814484102383538
00519,1602,UNION POR LA PATRIA,SENADOR NACIONAL,111,7,104,5.175470428694887
00519,1605,UNION POR LA PATRIA,DIPUTADO NACIONAL,110,0,110,5.52402334161597
00519,1605,UNION POR LA PATRIA,PRESIDENTE Y VICE,118,0,118,5.9887605588440795
00519,1605,UNION POR LA PATRIA,SENADOR NACIONAL,112,0,112,5.640207645922997
00520,1623,UNION POR LA PATRIA,PRESIDENTE Y VICE,12,92,80,3.781258777010559
00521,1645,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,13,102,89,4.304088146392182
00521,1646,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,104,104,5.175470428694887
00521,1646,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,105,105,5.233562580848401
00521,1646,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,103,103,5.117378276541373
00521,1646,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,84,84,4.013627385624614
00521,1646,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,88,88,4.245995994238668
00521,1646,UNION POR LA PATRIA,SENADOR NACIONAL,0,85,85,4.071719537778127
00521,1652,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,103,0,103,5.117378276541373
00521,1652,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,7,93,86,4.129811689931641
00521,1652,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,103,0,103,5.117378276541373
00521,1652,UNION POR LA PATRIA,DIPUTADO NACIONAL,96,0,96,4.710733211466778
00521,1652,UNION POR LA PATRIA,SENADOR NACIONAL,97,0,97,4.768825363620292
00711,14,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,105,0,105,5.233562580848401
00711,14,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,95,0,95,4.652641059313264
00711,14,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,105,0,105,5.233562580848401
00711,14,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,67,0,67,3.0260607990148807
00711,14,UNION POR LA PATRIA,DIPUTADO NACIONAL,74,0,74,3.4327058640894763
00711,14,UNION POR LA PATRIA,PRESIDENTE Y VICE,79,0,79,3.7231666248570447
00711,14,UNION POR LA PATRIA,SENADOR NACIONAL,75,0,75,3.49079801624299
00711,15,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,PRESIDENTE Y VICE,77,10,67,3.0260607990148807
00711,21,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,100,100,4.943101820080833
00711,21,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,101,101,5.001193972234346
00711,21,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,100,100,4.943101820080833
00719,275,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,PRESIDENTE Y VICE,13,89,76,3.548890168396504
00748,28,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,122,0,122,6.221129167458134
00748,28,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,118,0,118,5.9887605588440795
00748,28,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,121,0,121,6.16303701530462
00748,28,LA LIBERTAD AVANZA,DIPUTADO NACIONAL,68,0,68,3.0841529511683943
00748,28,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,73,0,73,3.3746137119359627
00748,28,LA LIBERTAD AVANZA,SENADOR NACIONAL,68,0,68,3.0841529511683943
00748,28,UNION POR LA PATRIA,PRESIDENTE Y VICE,71,0,71,3.2584294076289355
00748,28,UNION POR LA PATRIA,SENADOR NACIONAL,68,0,68,3.0841529511683943
00797,2,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,73,0,73,3.3746137119359627
00797,2,UNION POR LA PATRIA,DIPUTADO NACIONAL,130,0,130,6.685866384686244
00797,2,UNION POR LA PATRIA,PRESIDENTE Y VICE,135,0,135,6.976327145453812
00797,2,UNION POR LA PATRIA,SENADOR NACIONAL,131,0,131,6.743958536839757
00797,4,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,74,0,74,3.4327058640894763
00797,30,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,69,69,3.142245103321908
00797,30,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,90,90,4.362180298545695
00797,30,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,90,90,4.362180298545695
00797,30,UNION POR LA PATRIA,SENADOR NACIONAL,0,86,86,4.129811689931641
00798,52,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,0,86,86,4.129811689931641
00798,52,JUNTOS POR EL CAMBIO,PRESIDENTE Y VICE,0,87,87,4.187903842085155
00798,52,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,0,85,85,4.071719537778127
00798,52,UNION POR LA PATRIA,DIPUTADO NACIONAL,0,92,92,4.478364602852723
00798,52,UNION POR LA PATRIA,PRESIDENTE Y VICE,0,100,100,4.943101820080833
00798,52,UNION POR LA PATRIA,SENADOR NACIONAL,0,92,92,4.478364602852723
00798,68,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,81,0,81,3.8393509291640724
00800,73,JUNTOS POR EL CAMBIO,DIPUTADO NACIONAL,75,0,75,3.49079801624299
00800,73,JUNTOS POR EL CAMBIO,SENADOR NACIONAL,74,0,74,3.4327058640894763
00800,73,LA LIBERTAD AVANZA,PRESIDENTE Y VICE,73,0,73,3.3746137119359627
00800,73,UNION POR LA PATRIA,DIPUTADO NACIONAL,93,0,93,4.5364567550062365
